Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Goodreads_Rating,Number_of_Ratings
A Night Without Stars: A Novel of the Commonwealth,"Chronicle of the Fallers Series, Book 2",Peter F. Hamilton,https://www.audible.com/pd/A-Night-Without-Stars-A-Novel-of-the-Commonwealth-Audiobook/B01LXHIHIB?qid=1632673366&sr=1-87&ref=a_special-p_c3_lProduct_2_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/510pvIomtGL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/28439513-a-night-without-stars?from_search=true&from_srp=true&qid=ePLYPm8Lto&rank=1,4.42,7783
The Book of Phoenix,,Nnedi Okorafor,https://www.audible.com/pd/The-Book-of-Phoenix-Audiobook/B015JH5G52?qid=1632673366&sr=1-88&ref=a_special-p_c3_lProduct_2_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/51LN9EyLKtL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/23281789-the-book-of-phoenix?from_search=true&from_srp=true&qid=38ZQTvdpGq&rank=1,3.95,4424
Altered Starscape,"Andromedan Dark, Book 1",Ian Douglas,https://www.audible.com/pd/Altered-Starscape-Audiobook/B014VE26KW?qid=1632673366&sr=1-89&ref=a_special-p_c3_lProduct_2_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/61xHkDiaKML._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/26001236-altered-starscape?from_search=true&from_srp=true&qid=GfAaRQ6YAg&rank=1,3.78,727
A Gift of Dragons,,Anne McCaffrey,https://www.audible.com/pd/A-Gift-of-Dragons-Audiobook/B002V8HLQ0?qid=1632673366&sr=1-90&ref=a_special-p_c3_lProduct_2_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/41yaGpsQn6L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/231012.A_Gift_of_Dragons?from_search=true&from_srp=true&qid=GFEQg3rWGI&rank=1,4.2,5992
The Thousand Names,,Django Wexler,https://www.audible.com/pd/The-Thousand-Names-Audiobook/B00DLDNB8Q?qid=1632673366&sr=1-91&ref=a_special-p_c3_lProduct_2_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/51Ipi+mOPPL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/15810910-the-thousand-names?from_search=true&from_srp=true&qid=gWEgg5gury&rank=1,4.05,17200
The Fate's Forsaken Omnibus,Books 1-2 and Prequel Novella,Shae Ford,https://www.audible.com/pd/The-Fates-Forsaken-Omnibus-Audiobook/B00ZSUAJT4?qid=1632673366&sr=1-92&ref=a_special-p_c3_lProduct_2_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/5108tkkNwKL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/32331587-the-fate-s-forsaken-omnibus?from_search=true&from_srp=true&qid=HdligmyRLm&rank=1,4.14,44
Phoenix Rising,A Ministry of Peculiar Occurrences Novel,"Pip Ballantine, Tee Morris",https://www.audible.com/pd/Phoenix-Rising-Audiobook/B005EMQEYK?qid=1632673366&sr=1-93&ref=a_special-p_c3_lProduct_2_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/61xteLV2KBL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/9795166-phoenix-rising?from_search=true&from_srp=true&qid=NUhTQu983K&rank=1,3.71,7541
Forger of Worlds,,Simon Archer,https://www.audible.com/pd/Forger-of-Worlds-Audiobook/B07WSS191P?qid=1632673366&sr=1-94&ref=a_special-p_c3_lProduct_2_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/514SSt5iJNL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/46267580-forger-of-worlds?from_search=true&from_srp=true&qid=9zMMoFlj24&rank=1,4.01,965
Ghost Talkers,,Mary Robinette Kowal,https://www.audible.com/pd/Ghost-Talkers-Audiobook/B01GSJHSS8?qid=1632673366&sr=1-95&ref=a_special-p_c3_lProduct_2_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/51xrbBG7bYL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/26114291-ghost-talkers?from_search=true&from_srp=true&qid=YwJCG3IRDc&rank=1,3.86,3987
Dragonsbane,"Fate's Forsaken, Book 3",Shae Ford,https://www.audible.com/pd/Dragonsbane-Audiobook/B00NYBQMZY?qid=1632673366&sr=1-96&ref=a_special-p_c3_lProduct_2_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/51Wv5NXfV3L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/26136022-dragonsbane?from_search=true&from_srp=true&qid=a5LoH67vkX&rank=1,4.23,1403
Rebel of the Sands,,Alwyn Hamilton,https://www.audible.com/pd/Rebel-of-the-Sands-Audiobook/B01C92IS7I?qid=1632673366&sr=1-97&ref=a_special-p_c3_lProduct_2_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/61WTLsu74nL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/24934065-rebel-of-the-sands?from_search=true&from_srp=true&qid=qHcpk9c4zP&rank=2,3.92,61613
Apocalypse Machine,,Jeremy Robinson,https://www.audible.com/pd/Apocalypse-Machine-Audiobook/B01IAFSJFO?qid=1632673366&sr=1-98&ref=a_special-p_c3_lProduct_2_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/51OSK2Zf3uL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/29342254-apocalypse-machine?from_search=true&from_srp=true&qid=V1r5dJyAbl&rank=1,4.17,980
Mister B. Gone,,Clive Barker,https://www.audible.com/pd/Mister-B-Gone-Audiobook/B002V8OD3O?qid=1632673366&sr=1-99&ref=a_special-p_c3_lProduct_2_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/51oEeWnRZsL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/1011632.Mister_B_Gone?from_search=true&from_srp=true&qid=t1jORqTeDI&rank=1,3.33,13049
The Brotherhood of the Wheel,,R. S. Belcher,https://www.audible.com/pd/The-Brotherhood-of-the-Wheel-Audiobook/B01B8IMZLY?qid=1632673366&sr=1-100&ref=a_special-p_c3_lProduct_2_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TZE0GVNNMJ3R6ZC9E39S,https://m.media-amazon.com/images/I/51UPTWAiy8L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/25645561-the-brotherhood-of-the-wheel?from_search=true&from_srp=true&qid=SfL2yda213&rank=1,3.95,1156
Grimspace,"Sirantha Jax, Book 1",Ann Aguirre,https://www.audible.com/pd/Grimspace-Audiobook/B003XVU1RU?qid=1632673379&sr=1-101&ref=a_special-p_c3_lProduct_3_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51lJjbkaBsL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/1828067.Grimspace?from_search=true&from_srp=true&qid=CaskJTLCFu&rank=1,3.77,16229
House of the Rising Sun,"Crescent City, Book 1",Kristen Painter,https://www.audible.com/pd/House-of-the-Rising-Sun-Audiobook/B00K26CZ5K?qid=1632673379&sr=1-102&ref=a_special-p_c3_lProduct_3_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51mN-8GO+DL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/18453118-house-of-the-rising-sun?from_search=true&from_srp=true&qid=xz95u7JERT&rank=1,3.76,1603
Dying of the Light,,George R. R. Martin,https://www.audible.com/pd/Dying-of-the-Light-Audiobook/B009GKM2IS?qid=1632673379&sr=1-103&ref=a_special-p_c3_lProduct_3_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51xFOdAjwdL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/67956.Dying_of_the_Light?from_search=true&from_srp=true&qid=mM0eXnZkG2&rank=1,3.57,6099
"If, Then",A Novel,Kate Hope Day,https://www.audible.com/pd/If-Then-Audiobook/198484119X?qid=1632673379&sr=1-104&ref=a_special-p_c3_lProduct_3_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51uWHIUhKPL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/40641074-if-then?from_search=true&from_srp=true&qid=iE2PisWecO&rank=1,3.33,3433
Flashback,,Dan Simmons,https://www.audible.com/pd/Flashback-Audiobook/B00571GY16?qid=1632673379&sr=1-105&ref=a_special-p_c3_lProduct_3_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/61aAPzdSn7L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/9432902-flashback?from_search=true&from_srp=true&qid=toSoQomHyN&rank=1,3.27,4224
Frozen,,"Melissa de la Cruz, Michael Johnston",https://www.audible.com/pd/Frozen-Audiobook/B00EPOYA2G?qid=1632673379&sr=1-106&ref=a_special-p_c3_lProduct_3_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51hTbqR2VpL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/15850937-frozen?from_search=true&from_srp=true&qid=6bVHergIAa&rank=1,3.6,9338
Hero of Thera,,Eric Nylund,https://www.audible.com/pd/Hero-of-Thera-Audiobook/B074B9HR6L?qid=1632673379&sr=1-107&ref=a_special-p_c3_lProduct_3_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51hdSg1BLuL._SL500_.jpg,"Sci-Fi & Fantasy, Romance",https://www.goodreads.com/book/show/35118608-hero-of-thera?from_search=true&from_srp=true&qid=r9FU6Ac7Fe&rank=1,4.37,1476
Red Queen,,Christina Henry,https://www.audible.com/pd/Red-Queen-Audiobook/B01GF0DYG0?qid=1632673379&sr=1-108&ref=a_special-p_c3_lProduct_3_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/61yS9Wzhj-L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/27246122-red-queen?from_search=true&from_srp=true&qid=8RuEnsHUYl&rank=1,3.83,9299
Killfile,A Novel,Christopher Farnsworth,https://www.audible.com/pd/Killfile-Audiobook/B01FY85S1I?qid=1632673379&sr=1-109&ref=a_special-p_c3_lProduct_3_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51Fsxg2zrnL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/27213216-killfile?from_search=true&from_srp=true&qid=7NXZT1NGDp&rank=1,4.11,1677
The Dirty Streets of Heaven,"Bobby Dollar, Book 1",Tad Williams,https://www.audible.com/pd/The-Dirty-Streets-of-Heaven-Audiobook/B009M7IPHC?qid=1632673379&sr=1-110&ref=a_special-p_c3_lProduct_3_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51TZLRomOcL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/13542846-the-dirty-streets-of-heaven?from_search=true&from_srp=true&qid=2uyiBcYFK8&rank=1,3.73,8755
The Iron Wyrm Affair,"Bannon and Clare, Book 1",Lilith Saintcrow,https://www.audible.com/pd/The-Iron-Wyrm-Affair-Audiobook/B008OLFOUI?qid=1632673379&sr=1-111&ref=a_special-p_c3_lProduct_3_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51Yphq4WwaL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/12899734-the-iron-wyrm-affair?from_search=true&from_srp=true&qid=pHM8XU4yus&rank=1,3.4,4583
Chimera,"A Jim Chapel Mission, Book 1",David Wellington,https://www.audible.com/pd/Chimera-Audiobook/B00DVKNX3C?qid=1632673379&sr=1-112&ref=a_special-p_c3_lProduct_3_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51vwnfkWi8L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/16248277-chimera?from_search=true&from_srp=true&qid=HYHhmSAr2Q&rank=1,3.73,645
Sisters Red,,Jackson Pearce,https://www.audible.com/pd/Sisters-Red-Audiobook/B003OYF0TU?qid=1632673379&sr=1-113&ref=a_special-p_c3_lProduct_3_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51QV5oTLL0L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/6357708-sisters-red?from_search=true&from_srp=true&qid=UkGrgBO9yo&rank=1,3.63,19290
Undone,,Rachel Caine,https://www.audible.com/pd/Undone-Audiobook/B004708GU0?qid=1632673379&sr=1-114&ref=a_special-p_c3_lProduct_3_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51c0nCc34SL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/3596225-undone?from_search=true&from_srp=true&qid=B2FhQMSNbg&rank=1,3.87,4661
Down a Dark Hall,,Lois Duncan,https://www.audible.com/pd/Down-a-Dark-Hall-Audiobook/B004VS0ZW0?qid=1632673379&sr=1-115&ref=a_special-p_c3_lProduct_3_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51-pWOA+FWL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/538757.Down_a_Dark_Hall?from_search=true&from_srp=true&qid=Wjde1bNQIs&rank=2,3.78,7419
The Taken,,Vicki Pettersson,https://www.audible.com/pd/The-Taken-Audiobook/B008862M4A?qid=1632673379&sr=1-116&ref=a_special-p_c3_lProduct_3_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CSXENC0YK88HHB838XKW,https://m.media-amazon.com/images/I/51jnYX9OK7L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/12925631-the-taken?from_search=true&from_srp=true&qid=7rIcdrRYC5&rank=1,3.44,2473
Dying to Be Me,"My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,https://www.audible.com/pd/Dying-to-Be-Me-Audiobook/B007VQ15LE?qid=1632673396&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51UMjkW9Y2L._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/12291050-dying-to-be-me?from_search=true&from_srp=true&qid=NrM0m9CQuf&rank=2,4.09,13636
"Dolly Parton, Songteller",My Life in Lyrics,Dolly Parton,https://www.audible.com/pd/Dolly-Parton-Songteller-Audiobook/1980072159?qid=1632673396&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51BhhJPBSTL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/53916522-dolly-parton-songteller?from_search=true&from_srp=true&qid=P2wBAVhcM6&rank=2,4.09,8621
Dear Reader,The Unauthorized Autobiography of Kim Jong Il,Michael Malice,https://www.audible.com/pd/Dear-Reader-Audiobook/B06XXHXPYR?qid=1632673396&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/5155cCHy+0L._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/20652901-dear-reader?from_search=true&from_srp=true&qid=MRWHNQ9IA5&rank=1,4.25,1017
The Aviators,"Eddie Rickenbacker, Jimmy Doolittle, Charles Lindbergh, and the Epic Age of Flight",Winston Groom,https://www.audible.com/pd/The-Aviators-Audiobook/B00EIOM58E?qid=1632673396&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51x0sEu2DsL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/17345262-the-aviators?from_search=true&from_srp=true&qid=SjLSUFmqAa&rank=1,4.35,3564
Black Elk,The Life of an American Visionary,Joe Jackson,https://www.audible.com/pd/Black-Elk-Audiobook/B01M5E42HD?qid=1632673396&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51ZJaRFhh3L._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/30038655-black-elk?from_search=true&from_srp=true&qid=ij83QQmWU5&rank=1,4.19,475
The I-5 Killer,,"Ann Rule, Andy Stack",https://www.audible.com/pd/The-I-5-Killer-Audiobook/B073HHCYPL?qid=1632673396&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/61iBhSkViOL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/34975974-the-i-5-killer?from_search=true&from_srp=true&qid=kAapV0nPKF&rank=1,4.01,7488
Crazy Brave,A Memoir,Joy Harjo,https://www.audible.com/pd/Crazy-Brave-Audiobook/B00HV2FR30?qid=1632673396&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51ue5CEkqdL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/13409655-crazy-brave?from_search=true&from_srp=true&qid=wcdAl3IziI&rank=2,4.2,4357
The White Album,,Joan Didion,https://www.audible.com/pd/The-White-Album-Audiobook/B00BQLIEAU?qid=1632673396&sr=1-8&ref=a_special-p_c3_lProduct_1_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/515bSki06VL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/421.The_White_Album?from_search=true&from_srp=true&qid=3AJ3g0DJsu&rank=2,4.14,20149
Where's the Next Shelter?,,Gary Sizer,https://www.audible.com/pd/Wheres-the-Next-Shelter-Audiobook/B01FN5JRGY?qid=1632673396&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/61qLVxLLfgL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/27751577-where-s-the-next-shelter?from_search=true&from_srp=true&qid=TzpvB9bUec&rank=1,4.41,1156
Diamond Doris,The True Story of the World's Most Notorious Jewel Thief,"Doris Payne, Zelda Lockhart - contributor",https://www.audible.com/pd/Diamond-Doris-Audiobook/0062957600?qid=1632673396&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/41w+XBwUqUL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/43245874-diamond-doris?from_search=true&from_srp=true&qid=hYNUcMV8Wn&rank=1,3.78,1528
Caravaggio,A Life Sacred and Profane,Andrew Graham-Dixon,https://www.audible.com/pd/Caravaggio-Audiobook/B00DUEZZW6?qid=1632673396&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/61yRwqe-ruL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/7558367-caravaggio?from_search=true&from_srp=true&qid=J01BLuTETA&rank=1,4.12,3835
Finding Ultra,"Rejecting Middle Age, Becoming One of the World’s Fittest Men, and Discovering Myself",Rich Roll,https://www.audible.com/pd/Finding-Ultra-Audiobook/B0082DFJ8K?qid=1632673396&sr=1-12&ref=a_special-p_c3_lProduct_1_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51z-eGYghUL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/39665673-finding-ultra?from_search=true&from_srp=true&qid=vvMB6c4EZp&rank=1,4.0,17624
Gold Dust Woman,The Biography of Stevie Nicks,Stephen Davis,https://www.audible.com/pd/Gold-Dust-Woman-Audiobook/B07751MT8S?qid=1632673396&sr=1-13&ref=a_special-p_c3_lProduct_1_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/61NI+39xCyL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/19286604-gold-dust-woman?from_search=true&from_srp=true&qid=6PyYar4Abt&rank=1,3.67,3451
A Dream About Lightning Bugs,A Life of Music and Cheap Lessons,Ben Folds,https://www.audible.com/pd/A-Dream-About-Lightning-Bugs-Audiobook/0593148398?qid=1632673396&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51jE9JolkKL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/44279087-a-dream-about-lightning-bugs?from_search=true&from_srp=true&qid=axYpAN8r7r&rank=1,4.04,3719
The Push,"A Climber's Journey of Endurance, Risk, and Going Beyond Limits",Tommy Caldwell,https://www.audible.com/pd/The-Push-Audiobook/B06XKQ3VM4?qid=1632673396&sr=1-15&ref=a_special-p_c3_lProduct_1_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/618-JUdw1eL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/33155369-the-push?from_search=true&from_srp=true&qid=D4f3uxRhFV&rank=1,4.47,6300
I Am Restored,How I Lost My Religion but Found My Faith,"Lecrae, Tyler Burns",https://www.audible.com/pd/I-Am-Restored-Audiobook/0310358051?qid=1632673396&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/41Cp6SgAPlL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/52609376-i-am-restored?from_search=true&from_srp=true&qid=yLxP2Lh0f5&rank=1,4.29,904
CinderGirl,My Journey out of the Ashes to a Life of Hope,"Christina Meredith, Dr. Henry Cloud - foreword",https://www.audible.com/pd/CinderGirl-Audiobook/0310355435?qid=1632673396&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/41aXm8hWaNL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/36575877-cindergirl?from_search=true&from_srp=true&qid=QR704ZxhXt&rank=1,4.11,269
I Hike,,Lawton Grinter,https://www.audible.com/pd/I-Hike-Audiobook/B00OMEBHUC?qid=1632673396&sr=1-18&ref=a_special-p_c3_lProduct_1_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51L38P4XUiL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/13829904-i-hike?from_search=true&from_srp=true&qid=NNkhBhz6qm&rank=1,3.98,387
Ted Bundy,Conversations with a Killer,"Stephen G. Michaud, Hugh Aynesworth",https://www.audible.com/pd/Ted-Bundy-Audiobook/0062969161?qid=1632673396&sr=1-19&ref=a_special-p_c3_lProduct_1_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51KL7YTxnFL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/205661.Ted_Bundy?from_search=true&from_srp=true&qid=lgwBIcEY76&rank=2,3.85,2996
North of Normal,"A Memoir of My Wilderness Childhood, My Unusual Family, and How I Survived Both",Cea Sunrise Person,https://www.audible.com/pd/North-of-Normal-Audiobook/B07665KLPK?qid=1632673396&sr=1-20&ref=a_special-p_c3_lProduct_1_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=TMFZGAC2SFPTEY3Z4XJA,https://m.media-amazon.com/images/I/51SUtTnkNiL._SL500_.jpg,Bios & Memoirs,https://www.goodreads.com/book/show/18635097-north-of-normal?from_search=true&from_srp=true&qid=ov13xBxEyA&rank=1,4.21,10930
